brokered_by,status,price,bed,bath,acre_lot,street,city,state,zip_code,house_size,prev_sold_date
57407.0,for_sale,557900.0,4.0,3.0,,1970120.0,Athens,Alabama,35613.0,3315.0,
53263.0,sold,325000.0,4.0,5.0,3.01,456203.0,Warthen,Georgia,31094.0,3468.0,2021-12-13
94340.0,for_sale,314500.0,3.0,2.0,0.67,1260801.0,Hermiston,Oregon,97838.0,1760.0,2013-02-27
81702.0,for_sale,675000.0,5.0,3.0,1.0,1273105.0,Ringgold,Georgia,30736.0,4622.0,2022-06-01
85545.0,sold,69900.0,2.0,2.0,1.22,1005966.0,London,Kentucky,40744.0,840.0,2022-02-11
109378.0,for_sale,359900.0,4.0,3.0,2.86,156987.0,Dexter,Missouri,63841.0,2191.0,
49451.0,for_sale,195000.0,2.0,2.0,0.01,370700.0,Tucson,Arizona,85705.0,946.0,2021-02-12
10420.0,for_sale,299000.0,3.0,2.0,0.33,657098.0,Saint Augustine,Florida,32086.0,1324.0,2015-03-02
35813.0,for_sale,234900.0,3.0,2.0,,1410706.0,Jacksonville,Florida,32244.0,1150.0,2021-06-07
33717.0,for_sale,320000.0,6.0,4.0,0.31,300927.0,Houston,Texas,77015.0,3574.0,2021-10-29
45034.0,for_sale,315000.0,3.0,2.0,1.25,706005.0,Tonopah,Arizona,85354.0,1405.0,2017-09-27
45759.0,sold,129900.0,3.0,2.0,0.3,734443.0,Rochester,New York,14612.0,1648.0,2021-12-02
10341.0,for_sale,650000.0,3.0,4.0,1.54,1744909.0,Hamburg Township,Michigan,48116.0,1629.0,
23196.0,sold,299900.0,5.0,2.0,0.25,1148958.0,Leesburg,Florida,34748.0,2176.0,2022-04-22
47547.0,sold,2850000.0,4.0,3.0,0.31,1528496.0,San Jose,California,95120.0,2848.0,2021-12-29
88961.0,for_sale,97500.0,3.0,1.0,0.17,442942.0,Sac City,Iowa,50583.0,972.0,2001-10-19
39985.0,sold,349900.0,5.0,3.0,0.36,1266365.0,Lewiston,New York,14092.0,2892.0,2021-11-18
57841.0,for_sale,378900.0,4.0,2.0,,592868.0,Newark,Texas,76071.0,1784.0,
51496.0,for_sale,239000.0,2.0,1.0,,1584960.0,Stamford,Connecticut,6902.0,875.0,2016-05-27
45784.0,for_sale,145000.0,2.0,1.0,1.2,313584.0,Union Springs,New York,13790.0,937.0,2022-01-06
62637.0,for_sale,375000.0,3.0,2.0,0.28,1368132.0,North Charleston,South Carolina,29418.0,1800.0,2012-11-27
22936.0,sold,645000.0,3.0,3.0,0.35,607157.0,Reno,Nevada,89509.0,2572.0,2021-12-21
81937.0,for_sale,529900.0,3.0,3.0,0.24,388976.0,Pahoa,Hawaii,96778.0,1428.0,2016-02-12
56180.0,sold,349900.0,4.0,2.0,0.36,1081009.0,Lake Havasu City,Arizona,86406.0,1350.0,2022-02-10
77402.0,sold,620000.0,3.0,1.0,0.32,122563.0,Salinas,California,93907.0,988.0,2022-02-09
53295.0,for_sale,335000.0,3.0,2.0,0.3,1197781.0,Hendersonville,North Carolina,28739.0,1560.0,2022-01-28
98991.0,for_sale,375000.0,2.0,1.0,0.16,785400.0,Hollywood,Florida,33020.0,979.0,2010-03-05
52737.0,for_sale,287000.0,4.0,3.0,0.12,25499.0,San Antonio,Texas,78254.0,2243.0,
44625.0,sold,1575000.0,4.0,3.0,0.1,1179738.0,Scotts Valley,California,95066.0,2142.0,2022-04-01
20406.0,for_sale,119272.0,3.0,2.0,0.17,95732.0,Tulsa,Oklahoma,74128.0,1345.0,2013-07-19
34634.0,for_sale,799900.0,3.0,3.0,0.05,239821.0,Boise,Idaho,83716.0,2391.0,
78224.0,sold,345000.0,3.0,2.0,0.14,1711958.0,Sunrise,Florida,33322.0,1537.0,2022-02-02
26388.0,sold,594900.0,5.0,4.0,0.21,531969.0,Lynn Haven,Florida,32444.0,4425.0,2022-03-31
53157.0,sold,304500.0,3.0,2.0,0.1,502589.0,Savannah,Texas,76227.0,1370.0,2022-03-25
44642.0,sold,425000.0,4.0,3.0,0.09,1320682.0,Phoenix,Arizona,85040.0,1640.0,2022-02-18
53016.0,sold,654000.0,4.0,2.0,0.2,172804.0,Loma Linda,California,92354.0,1760.0,2021-12-09
94465.0,for_sale,645000.0,3.0,2.0,0.13,583605.0,Lincoln,California,95648.0,1539.0,2020-03-02
86393.0,for_sale,405000.0,3.0,3.0,0.18,1654301.0,New Carrollton,Maryland,20784.0,2084.0,
52739.0,sold,250000.0,3.0,2.0,0.2,1614548.0,Fort Worth,Texas,76108.0,1900.0,2022-01-07
88668.0,for_sale,1399900.0,5.0,4.0,0.41,484902.0,Atlanta,Georgia,30309.0,3942.0,2022-04-15
35397.0,sold,719900.0,3.0,3.0,0.18,827576.0,Puyallup,Washington,98373.0,2442.0,2022-04-06
25881.0,for_sale,269545.0,4.0,2.0,,1197803.0,Perry,Georgia,31069.0,1864.0,
84609.0,for_sale,379900.0,4.0,3.0,0.23,30154.0,Odessa,Missouri,64076.0,2036.0,
95422.0,for_sale,675000.0,2.0,1.0,0.12,40282.0,Santa Ana,California,92703.0,560.0,1970-04-10
31443.0,sold,249900.0,3.0,2.0,0.46,1122127.0,Hedgesville,West Virginia,25427.0,1565.0,2022-04-15
50399.0,for_sale,1099950.0,4.0,3.0,0.71,1656909.0,Snohomish,Washington,98290.0,2300.0,2007-05-07
22390.0,sold,699000.0,3.0,2.0,3.2,1208757.0,Waynesville,North Carolina,28785.0,2246.0,2022-04-21
52976.0,for_sale,180000.0,2.0,1.0,0.41,749722.0,Farmington Hills,Michigan,48336.0,600.0,1991-10-16
22589.0,for_sale,269900.0,4.0,3.0,0.3,486728.0,North Little Rock,Arkansas,72116.0,2658.0,
57610.0,for_sale,467650.0,3.0,2.0,,579072.0,Longview,Washington,98632.0,1659.0,
33868.0,for_sale,399900.0,4.0,2.0,0.32,1308488.0,Palm Coast,Florida,32137.0,2208.0,2020-08-11
52878.0,for_sale,979000.0,3.0,2.0,0.14,377274.0,Van Nuys,California,91411.0,1300.0,2009-08-13
30768.0,sold,729900.0,3.0,2.0,0.06,1383031.0,Staten Island,New York,10309.0,2000.0,2022-04-04
41220.0,sold,230000.0,3.0,1.0,,1639143.0,Jacksonville,Florida,32244.0,1698.0,2022-01-18
61225.0,sold,447999.0,4.0,2.0,0.18,1409518.0,Sacramento,California,95841.0,1580.0,2021-12-15
79025.0,for_sale,377900.0,3.0,2.0,0.28,344810.0,Ankeny,Iowa,50023.0,1491.0,
72989.0,sold,454000.0,4.0,2.0,0.15,935079.0,Palmdale,California,93550.0,1385.0,2022-04-28
108382.0,for_sale,635000.0,3.0,2.0,0.2,1201733.0,Portland,Oregon,97206.0,2557.0,1996-04-03
1343.0,sold,265000.0,4.0,2.0,0.1,1204356.0,Tucson,Arizona,85706.0,1393.0,2022-01-11
53138.0,for_sale,799000.0,3.0,4.0,3.14,258841.0,Clarksville,Maryland,21029.0,2385.0,1999-08-19
53626.0,sold,350000.0,3.0,3.0,,1514701.0,Mint Hill,North Carolina,28227.0,2096.0,2021-11-22
108317.0,sold,135000.0,1.0,1.0,0.14,871044.0,Methow,Washington,98834.0,640.0,2021-11-10
71241.0,sold,390000.0,3.0,3.0,0.04,1382834.0,Hendersonville,North Carolina,28792.0,1636.0,2022-04-18
14478.0,sold,1025000.0,4.0,3.0,0.92,1259593.0,Billerica,Massachusetts,1821.0,2900.0,2021-11-16
76619.0,sold,159000.0,3.0,2.0,0.39,1824877.0,Houston,Texas,77089.0,1652.0,2022-02-14
29017.0,for_sale,829000.0,2.0,2.0,,19328.0,Glen Cove,New York,11542.0,1288.0,
22301.0,for_sale,699000.0,6.0,,0.33,1259974.0,Yardley,Pennsylvania,19067.0,2808.0,1984-12-06
84529.0,sold,565000.0,3.0,2.0,0.14,252252.0,Milwaukie,Oregon,97222.0,1488.0,2022-03-16
70242.0,sold,435000.0,4.0,2.0,0.17,534063.0,Wesley Chapel,Florida,33543.0,2080.0,2022-03-16
103241.0,for_sale,114900.0,4.0,2.0,,679220.0,Blue Island,Illinois,60406.0,1400.0,2012-08-07
71675.0,for_sale,199900.0,4.0,2.0,0.26,1547379.0,Parma Heights,Ohio,44130.0,1366.0,2018-03-16
53521.0,sold,795000.0,3.0,2.0,0.17,103059.0,Whittier,California,90603.0,1292.0,2022-03-07
32894.0,for_sale,249900.0,3.0,1.0,0.27,244116.0,Newington,Connecticut,6111.0,1142.0,2018-12-17
104826.0,sold,569000.0,3.0,3.0,0.23,124948.0,Ione,California,95640.0,1933.0,2022-04-14
107245.0,for_sale,540000.0,5.0,3.0,0.33,730708.0,Buckeye,Arizona,85326.0,2792.0,2013-06-21
97285.0,sold,525000.0,3.0,2.0,2.18,842225.0,Perris,California,92570.0,1535.0,2022-02-17
74667.0,for_sale,475000.0,6.0,3.0,0.1,1614448.0,Tampa,Florida,33619.0,2580.0,
83377.0,for_sale,249900.0,3.0,3.0,0.02,294407.0,Philadelphia,Pennsylvania,19138.0,1610.0,2022-02-03
54956.0,sold,737000.0,3.0,2.0,0.97,252711.0,Scottsdale,Arizona,85259.0,2247.0,2022-04-19
5347.0,for_sale,549970.0,4.0,4.0,0.22,818159.0,Spring Lake,North Carolina,28390.0,3250.0,2020-04-22
10599.0,sold,325000.0,4.0,3.0,0.34,824598.0,Richmond,Virginia,23236.0,1862.0,2022-03-23
64972.0,for_sale,165000.0,3.0,2.0,,1177854.0,Saint Marys,Georgia,31558.0,1617.0,2022-04-12
10363.0,for_sale,490000.0,4.0,4.0,0.17,1260390.0,Beaufort,South Carolina,29907.0,2536.0,2014-12-29
96578.0,for_sale,145900.0,,,6.15,1833515.0,White Hall,Arkansas,71602.0,4100.0,2022-04-05
86449.0,sold,399000.0,3.0,2.0,0.12,1279370.0,Bay City,Oregon,97107.0,1252.0,2022-04-27
36503.0,for_sale,32750.0,1.0,1.0,,1402930.0,Vero Beach,Florida,32962.0,672.0,
16204.0,sold,290000.0,4.0,3.0,0.59,887412.0,Florence,South Carolina,29501.0,2829.0,2022-04-04
26970.0,sold,499000.0,1.0,1.0,0.14,111541.0,Felton,California,95018.0,560.0,2021-12-01
68266.0,for_sale,499900.0,4.0,3.0,0.32,979303.0,New Market,Alabama,35761.0,2984.0,
86379.0,for_sale,1099000.0,4.0,4.0,0.11,1567850.0,Staten Island,New York,10304.0,2840.0,2021-05-04
29008.0,for_sale,8900000.0,3.0,6.0,,959261.0,Palm Beach,Florida,33480.0,4994.0,2014-05-20
53646.0,for_sale,449000.0,2.0,2.0,0.02,1642176.0,Philadelphia,Pennsylvania,19130.0,1120.0,2020-03-30
38627.0,for_sale,399900.0,6.0,4.0,0.29,256968.0,Thermal,California,92274.0,2600.0,2017-05-02
57595.0,ready_to_build,367490.0,5.0,,,713705.0,Lakeland,Florida,33801.0,2896.0,
25915.0,for_sale,463414.5,3.0,3.0,,479443.0,Greenwood,Indiana,46143.0,2752.0,
52946.0,for_sale,345000.0,3.0,2.0,0.21,1037297.0,Broken Arrow,Oklahoma,74012.0,2705.0,2016-07-14
52929.0,for_sale,494000.0,3.0,2.0,0.02,1067054.0,Philadelphia,Pennsylvania,19148.0,1600.0,2019-06-18
33714.0,sold,249900.0,3.0,2.0,0.2,236488.0,Baldwinsville,New York,13027.0,1314.0,2022-04-06
94173.0,for_sale,1290000.0,5.0,5.0,0.96,1708557.0,North Andover,Massachusetts,1845.0,5233.0,2009-07-28
47019.0,sold,164900.0,3.0,1.0,0.2,59612.0,Syracuse,New York,13219.0,1056.0,2022-01-24
81111.0,sold,410000.0,3.0,3.0,0.12,572388.0,Maricopa,Arizona,85138.0,1908.0,2022-02-25
23592.0,for_sale,11750000.0,7.0,9.0,1.43,1007497.0,Palm Springs,California,92262.0,13461.0,2020-04-24
22671.0,for_sale,129000.0,2.0,2.0,,221206.0,Jonesburg,Missouri,63351.0,800.0,
33252.0,for_sale,660000.0,3.0,2.0,2.16,149780.0,Sheep Ranch,California,95246.0,1690.0,2002-05-08
109452.0,sold,439900.0,4.0,3.0,0.24,733521.0,Milford,Massachusetts,1757.0,2382.0,2021-10-29
51542.0,for_sale,379900.0,4.0,3.0,0.2,1559449.0,Midland,Texas,79705.0,2415.0,2017-12-11
66047.0,sold,325000.0,2.0,1.0,0.21,534164.0,Tumwater,Washington,98512.0,1126.0,2021-11-22
85158.0,sold,325000.0,2.0,1.0,0.18,275741.0,Bremerton,Washington,98312.0,919.0,2022-02-23
109914.0,sold,119900.0,3.0,1.0,0.26,1762668.0,Owensboro,Kentucky,42303.0,1025.0,2021-11-18
47732.0,for_sale,275000.0,3.0,2.0,0.34,746345.0,Iowa City,Iowa,52245.0,1787.0,
53554.0,for_sale,774900.0,5.0,4.0,0.39,678312.0,Cypress,Texas,77433.0,4810.0,2015-06-10
83120.0,for_sale,319500.0,4.0,2.0,2.0,1593731.0,Yuma,Arizona,85365.0,1606.0,
45766.0,sold,345000.0,3.0,3.0,,215706.0,Lakewood,Ohio,44107.0,2300.0,2022-02-18
97861.0,for_sale,410000.0,4.0,4.0,0.35,474180.0,Spring,Texas,77379.0,3089.0,2020-02-21
54293.0,ready_to_build,451740.0,4.0,,,824804.0,York,Pennsylvania,17402.0,2346.0,
83497.0,sold,1100000.0,,,0.12,709804.0,Los Angeles,California,90039.0,1484.0,2022-03-18
71243.0,for_sale,249000.0,3.0,2.0,0.19,1586528.0,Hitchcock,Texas,77563.0,1335.0,2019-12-04
45904.0,for_sale,129900.0,4.0,2.0,0.16,601945.0,Oxford,New York,13830.0,1465.0,2019-06-03
53337.0,for_sale,320000.0,4.0,3.0,0.19,280221.0,Olathe,Kansas,66062.0,2164.0,2020-11-18
106866.0,for_sale,400000.0,4.0,3.0,0.35,1241917.0,Lancaster,Pennsylvania,17601.0,2220.0,2017-06-29
84534.0,for_sale,475000.0,2.0,2.0,0.28,797292.0,Naples,Florida,34116.0,2427.0,2001-02-15
57521.0,sold,799999.0,3.0,2.0,0.14,218012.0,La Mirada,California,90638.0,1521.0,2022-01-28
22611.0,for_sale,3675000.0,6.0,8.0,0.74,1451288.0,Glencoe,Illinois,60022.0,8321.0,1991-02-19
78552.0,sold,180000.0,2.0,2.0,,123066.0,Glen Burnie,Maryland,21060.0,902.0,2021-12-15
22611.0,for_sale,462500.0,3.0,3.0,0.13,1627808.0,Margate,Florida,33063.0,1757.0,1999-09-16
41595.0,for_sale,640335.0,4.0,3.0,0.19,1438653.0,Hanahan,South Carolina,29410.0,2540.0,
45690.0,for_sale,509900.0,3.0,2.0,0.5,1667666.0,Wilton,New York,12831.0,1856.0,
25051.0,for_sale,334900.0,3.0,2.0,0.44,954446.0,Elkhart,Indiana,46517.0,2374.0,2015-01-07
108156.0,for_sale,340000.0,3.0,2.0,0.57,1355887.0,Granite Quarry,North Carolina,28146.0,1540.0,2018-07-10
20087.0,sold,359900.0,3.0,2.0,0.22,565042.0,Darien,Illinois,60561.0,1420.0,2022-02-18
22611.0,for_sale,229900.0,3.0,2.0,0.51,853888.0,Punta Gorda,Florida,33955.0,1365.0,2015-11-24
75009.0,for_sale,208000.0,6.0,3.0,0.33,74098.0,Kansas City,Missouri,64120.0,2174.0,
21239.0,for_sale,174900.0,2.0,1.0,0.33,120329.0,Cleburne,Texas,76033.0,1100.0,
87662.0,for_sale,4250000.0,4.0,5.0,0.98,1112548.0,Scottsdale,Arizona,85262.0,4957.0,2009-06-19
11210.0,for_sale,539900.0,3.0,2.0,0.11,239309.0,Prescott,Arizona,86301.0,1629.0,2020-12-01
63715.0,for_sale,469220.0,4.0,3.0,,266934.0,San Antonio,Texas,78254.0,2289.0,
90370.0,for_sale,179990.0,3.0,2.0,0.37,1570373.0,Avon Park,Florida,33825.0,2088.0,2003-11-12
30765.0,sold,299999.0,3.0,1.0,0.07,1751821.0,Carteret,New Jersey,7008.0,1441.0,2022-02-17
52737.0,for_sale,274000.0,3.0,3.0,0.12,1532680.0,San Antonio,Texas,78252.0,1625.0,
25542.0,sold,324900.0,3.0,2.0,0.11,179776.0,Havre de Grace,Maryland,21078.0,1632.0,2022-04-14
92209.0,sold,140000.0,3.0,2.0,,1580883.0,Auburn,Washington,98002.0,1152.0,2022-05-04
82978.0,for_sale,425000.0,3.0,2.0,0.26,93615.0,Georgetown,Texas,78628.0,1606.0,2016-04-29
95647.0,for_sale,199900.0,3.0,2.0,0.11,1297135.0,Buffalo,New York,14223.0,1450.0,2016-09-06
90671.0,for_sale,3348000.0,4.0,3.0,0.23,1365381.0,San Jose,California,95129.0,2641.0,1998-10-23
70651.0,for_sale,515000.0,3.0,3.0,0.1,1817416.0,Las Vegas,Nevada,89129.0,1674.0,2022-03-09
25384.0,for_sale,799900.0,2.0,3.0,1.0,1607388.0,Talbott,Tennessee,37877.0,868.0,
78949.0,sold,250000.0,3.0,2.0,0.16,1176674.0,Arlington,Texas,76017.0,1583.0,2022-03-25
25706.0,for_sale,290000.0,3.0,3.0,0.45,519759.0,Rogersville,Tennessee,37857.0,1926.0,2014-01-30
41664.0,for_sale,129900.0,5.0,2.0,0.63,1713456.0,Boston,New York,14025.0,2768.0,
30244.0,for_sale,480000.0,3.0,2.0,0.26,1268149.0,Cedar City,Utah,84720.0,3299.0,
98264.0,for_sale,224900.0,1.0,1.0,,1527142.0,Portland,Oregon,97201.0,581.0,2020-02-10
97172.0,sold,195000.0,2.0,2.0,,639449.0,Glen Burnie,Maryland,21060.0,875.0,2022-01-31
25251.0,sold,274900.0,4.0,2.0,0.09,1479948.0,Oak Lawn,Illinois,60453.0,1146.0,2022-01-13
22611.0,sold,215000.0,3.0,1.0,0.23,1692308.0,Anoka,Minnesota,55303.0,960.0,2022-04-29
30247.0,for_sale,1400000.0,4.0,3.0,0.14,1549852.0,Carlsbad,California,92009.0,2196.0,2018-04-09
936.0,for_sale,625000.0,3.0,2.0,,397094.0,Chicago,Illinois,60642.0,1520.0,2020-11-12
29139.0,sold,2398000.0,3.0,1.0,0.23,651152.0,Cupertino,California,95014.0,1246.0,2021-12-29
931.0,sold,293350.0,3.0,3.0,0.15,219145.0,Berkeley,Illinois,60163.0,1350.0,2022-02-18
12453.0,sold,225000.0,5.0,3.0,0.19,984893.0,Oneonta,New York,13820.0,1812.0,2022-03-15
37613.0,sold,44900.0,3.0,2.0,0.11,1182121.0,Taft,Texas,78390.0,1560.0,2022-04-12
27052.0,for_sale,318183.0,3.0,3.0,,990833.0,Decatur,Alabama,35603.0,1988.0,
52730.0,sold,169900.0,1.0,1.0,,508470.0,Reno,Nevada,89502.0,480.0,2022-02-24
30807.0,for_sale,545000.0,5.0,3.0,0.18,352217.0,Winter Garden,Florida,34787.0,2834.0,2012-03-09
102120.0,ready_to_build,299370.0,2.0,,,501480.0,Mt. Gilead,North Carolina,27306.0,1562.0,
83059.0,for_sale,529000.0,3.0,1.0,0.11,1530870.0,Lindenhurst,New York,11757.0,1100.0,
53475.0,sold,149900.0,3.0,2.0,0.4,807832.0,Carneys Point,New Jersey,8069.0,1028.0,2022-03-31
29375.0,sold,359900.0,3.0,2.0,0.23,967418.0,Ankeny,Iowa,50023.0,1635.0,2022-04-14
83394.0,sold,619900.0,4.0,3.0,0.14,528623.0,San Bernardino,California,92407.0,2690.0,2021-12-07
70677.0,sold,429900.0,3.0,1.0,0.16,116680.0,Saint Petersburg,Florida,33702.0,1709.0,2022-01-28
102042.0,sold,349900.0,2.0,1.0,5.63,1281115.0,Maryville,Tennessee,37804.0,900.0,2022-03-25
47839.0,sold,366000.0,3.0,3.0,0.4,370629.0,Newark,Delaware,19702.0,1775.0,2021-11-16
84534.0,sold,349990.0,3.0,2.0,0.41,1661440.0,Hesperia,California,92345.0,1152.0,2022-04-07
61137.0,sold,134900.0,2.0,1.0,0.11,51462.0,Saint Ann,Missouri,63074.0,1267.0,2021-12-09
53066.0,for_sale,359000.0,3.0,3.0,0.11,815558.0,Missouri City,Texas,77459.0,1999.0,
102339.0,for_sale,265000.0,2.0,1.0,,681917.0,Weymouth,Massachusetts,2188.0,849.0,2004-09-15
52475.0,for_sale,299900.0,3.0,2.0,0.5,366109.0,Madison,Mississippi,39110.0,1850.0,
51313.0,for_sale,459680.0,4.0,3.0,0.34,1601919.0,Mont Belvieu,Texas,77523.0,2582.0,
58784.0,for_sale,525000.0,4.0,3.0,0.47,1820742.0,Cape Elizabeth,Maine,4107.0,2498.0,
58992.0,for_sale,695000.0,3.0,3.0,,76701.0,Blacksburg,Virginia,24060.0,1900.0,
39226.0,sold,1800000.0,3.0,2.0,23086.0,703040.0,Encinitas,California,92024.0,1652.0,2022-02-22
59115.0,for_sale,2850000.0,4.0,5.0,0.28,295416.0,Malakoff,Texas,75148.0,3171.0,2019-10-02
51554.0,sold,199900.0,4.0,2.0,4.69,84862.0,Montgomery City,Missouri,63361.0,2617.0,2022-01-21
53016.0,for_sale,1475000.0,3.0,2.0,0.23,440300.0,San Jose,California,95127.0,1861.0,2015-06-25
81193.0,sold,335000.0,4.0,2.0,,92078.0,Rising Sun,Maryland,21911.0,2576.0,2022-01-18
23634.0,for_sale,399900.0,3.0,2.0,6.5,619688.0,Franklinville,New Jersey,8322.0,1555.0,
108070.0,sold,1500000.0,4.0,3.0,23.41,277512.0,Weatherford,Texas,76088.0,3028.0,2022-04-15
41722.0,for_sale,299000.0,,1.0,0.49,670128.0,Los Angeles,California,90006.0,450.0,2019-02-04
104850.0,for_sale,339999.0,2.0,2.0,0.13,988213.0,Rockaway,New Jersey,7866.0,1369.0,2016-08-31
28620.0,for_sale,100000.0,3.0,2.0,,1692380.0,Wichita Falls,Texas,76301.0,1331.0,
85893.0,sold,234000.0,3.0,2.0,0.25,117511.0,Sandston,Virginia,23150.0,1148.0,2022-02-11
65339.0,for_sale,2700000.0,4.0,3.0,0.15,695430.0,Crested Butte,Colorado,81224.0,2383.0,
86425.0,sold,280000.0,4.0,2.0,0.14,1677707.0,Albuquerque,New Mexico,87120.0,1750.0,2022-03-03
23833.0,for_sale,249950.0,3.0,2.0,0.14,540281.0,San Antonio,Texas,78207.0,1347.0,
53270.0,sold,375000.0,3.0,2.0,0.05,255456.0,Richmond Hill,New York,11418.0,1446.0,2022-03-02
73224.0,for_sale,79900.0,3.0,2.0,0.16,1258449.0,Niagara Falls,New York,14303.0,1008.0,
63777.0,for_sale,409900.0,2.0,2.0,0.15,288430.0,Mesquite,Nevada,89034.0,1390.0,
76682.0,for_sale,365000.0,3.0,2.0,0.64,309465.0,Avon Park,Florida,33825.0,1959.0,2022-04-18
56644.0,ready_to_build,497300.0,4.0,,,197973.0,Stevens,Pennsylvania,17578.0,3024.0,
52601.0,for_sale,239900.0,2.0,2.0,1.64,116635.0,Minneapolis,Minnesota,55413.0,1205.0,2015-08-11
10827.0,sold,272500.0,3.0,2.0,0.18,895310.0,Albuquerque,New Mexico,87121.0,2203.0,2022-01-24
54755.0,for_sale,399990.0,3.0,2.0,0.2,1105091.0,Harrisonburg,Virginia,22801.0,1567.0,
83453.0,sold,90000.0,3.0,2.0,0.17,191703.0,Forest City,Iowa,50436.0,1092.0,2022-03-25
45823.0,sold,154900.0,3.0,1.0,0.12,1023356.0,Cleveland,Ohio,44109.0,2338.0,2022-01-21
66287.0,sold,485000.0,3.0,2.0,0.17,1005866.0,Patterson,California,95363.0,1725.0,2022-01-07
107772.0,sold,250000.0,,,0.09,418067.0,Olympia,Washington,98513.0,240.0,2022-02-15
52608.0,sold,699000.0,4.0,4.0,0.41,13787.0,Savannah,Georgia,31405.0,4327.0,2022-02-25
52737.0,for_sale,323000.0,3.0,2.0,0.12,906042.0,Bulverde,Texas,78163.0,1651.0,
83698.0,sold,415000.0,4.0,3.0,0.09,1601625.0,Albuquerque,New Mexico,87113.0,2173.0,2021-12-22
77058.0,for_sale,374900.0,5.0,3.0,0.2,773331.0,Rochester,Minnesota,55901.0,3450.0,2015-12-07
69808.0,for_sale,650000.0,6.0,4.0,0.19,1817461.0,Columbia,Maryland,21046.0,3852.0,1992-07-16
16829.0,sold,2150000.0,3.0,3.0,0.33,1122052.0,Rolling Hills Estates,California,90274.0,2010.0,2022-04-07
70473.0,for_sale,185000.0,4.0,3.0,4.6,1070626.0,Lucerne Valley,California,92356.0,2280.0,2006-03-22
15218.0,sold,429990.0,4.0,3.0,0.15,253540.0,Nampa,Idaho,83651.0,1934.0,2021-12-15
53036.0,for_sale,1850000.0,9.0,7.0,0.17,831211.0,Santa Ana,California,92704.0,4553.0,2015-12-04
82016.0,for_sale,439900.0,5.0,3.0,0.14,611756.0,Cheyenne,Wyoming,82001.0,2860.0,2016-08-05
86571.0,sold,155500.0,2.0,1.0,0.12,1024954.0,Jacksonville,Florida,32205.0,1145.0,2022-02-28
58249.0,for_sale,278000.0,3.0,2.0,0.15,1426884.0,Fayetteville,Arkansas,72704.0,1356.0,
36515.0,sold,449900.0,3.0,2.0,1.0,1519722.0,Desert Hot Springs,California,92240.0,2142.0,2022-01-07
74369.0,for_sale,139900.0,2.0,1.0,0.2,986797.0,Lake Jackson,Texas,77566.0,1036.0,
12496.0,for_sale,199500.0,3.0,2.0,0.14,1414871.0,New Orleans,Louisiana,70126.0,944.0,2019-05-08
34565.0,sold,249900.0,4.0,4.0,0.28,827351.0,Emporia,Kansas,66801.0,2616.0,2022-03-18
58960.0,sold,425000.0,4.0,3.0,0.21,31369.0,Annapolis,Maryland,21409.0,1764.0,2022-02-11
23775.0,for_sale,199000.0,2.0,1.0,0.24,489244.0,Sheridan,Wyoming,82801.0,1100.0,
66733.0,for_sale,525000.0,4.0,3.0,0.24,1355230.0,Durham,North Carolina,27713.0,2013.0,2016-04-28
84635.0,for_sale,415000.0,4.0,3.0,0.28,1377575.0,Shawnee,Kansas,66226.0,2514.0,2019-02-21
16001.0,sold,117500.0,3.0,2.0,1.0,1644895.0,Gilmer,Texas,75644.0,1664.0,2022-04-08
48784.0,sold,239900.0,3.0,1.0,0.37,778004.0,Charlotte,North Carolina,28206.0,920.0,2021-10-28
5008.0,sold,382000.0,2.0,2.0,0.17,1714308.0,Mesa,Arizona,85209.0,1465.0,2022-04-20
32282.0,for_sale,372000.0,3.0,2.0,0.13,1489196.0,College Station,Texas,77845.0,1897.0,
15344.0,sold,319000.0,3.0,3.0,82.0,75000.0,Manchester,Kentucky,40962.0,1952.0,2022-03-09
22611.0,for_sale,320000.0,3.0,2.0,0.14,1248709.0,Rowlett,Texas,75088.0,1743.0,2015-05-29
78346.0,sold,484900.0,5.0,4.0,0.46,861568.0,Hatfield,Pennsylvania,19440.0,2520.0,2022-03-30
20629.0,for_sale,263990.0,3.0,2.0,0.23,1388915.0,Cape Coral,Florida,33993.0,1285.0,2021-09-09
10401.0,sold,515000.0,3.0,2.0,0.13,1340230.0,Suisun City,California,94585.0,1956.0,2021-11-15
35411.0,ready_to_build,296900.0,3.0,,,1289979.0,Brookville,Ohio,45309.0,2258.0,
30130.0,for_sale,549000.0,3.0,3.0,0.18,1604112.0,Las Vegas,Nevada,89131.0,2022.0,
41240.0,sold,391310.0,3.0,3.0,,994828.0,Glen Allen,Virginia,23059.0,1762.0,2021-10-28
45034.0,sold,829000.0,2.0,2.0,0.21,741407.0,Sun City West,Arizona,85375.0,2423.0,2022-04-27
107171.0,for_sale,185000.0,5.0,2.0,0.23,1104640.0,Garrison,North Dakota,58540.0,3360.0,2006-10-06
73204.0,sold,319500.0,3.0,2.0,0.14,24183.0,Orlando,Florida,32825.0,1148.0,2022-03-17
16066.0,sold,160000.0,2.0,2.0,,286088.0,Germantown,Maryland,20874.0,1218.0,2021-12-15
84324.0,sold,315000.0,3.0,3.0,0.68,1738987.0,Jefferson,Georgia,30549.0,1927.0,2021-12-17
53368.0,for_sale,429000.0,3.0,2.0,0.11,351725.0,Baton Rouge,Louisiana,70817.0,1679.0,
